ReviewID,Review,Service,Environment,Price
193,"OMG. Hot dogs never tasted better!

Juicy flavorful hot dogs topped with your favorite Japanese condiments and sauces. What more could you want? Seriously, once the deliciously laden meats enter your mouth you'll feel like you're in heaven.

A hot dog made of Kobe beef caught our eye, so of course we had to order it. *Kobe Terimayo* is delicious topped with teriyaki sauce, mayo, and seaweed. The *Okonomi* consists of Kurobuta sausage topped with bonito flakes. I liked the Okonomi slightly more due to the complex flavors -- it brought about fond memories of okonomiyaki (Japanese savory pancake).

This location has tables so you can sit and enjoy your meal, as opposed to the food truck format. It can get pretty crowded, but people seem to eat and leave rather quickly. 

TIP: Order multiple hot dogs and share, so you can try various flavors.

DATE TIP: Juicy meat doused in just the right amount of sauce = perfection!",Undefined,Good,Undefined
194,"* Creative Mexican truck *

The taco truck was perhaps one of the very first food trucks way back when. Those 3 tacos for $2.99 days are long gone.

Enter Marimba. $10.50 for 3 empanadas with creative descriptions.

I got a mix of the Marimba empanada (hibiscus flower, cream cheese, and caramelized onions with a sweet chipotle sauce) and the Mex Veggie empanada (diced veggies with ""feta"" cheese and a BBQ tamarind sauce).  

They came nicely presented in a box, topped with a cabbage slaw and some pica de gallo. On the side they had options for 3 additional sauces - a mild tomatillo, a medium chipotle, and a hot habanero. 

The empanadas were freshly fried after ordering, so they came nicely hot and crisp. The wrapper was a lighter texture with good external crunch. 

The Mex Veggie filling was a bit overprocessed and tasted more like a veggie paste than any noticeable distinctive veggies. It shared similarities with a fast food egg roll filling. My guess is that the ""feta"" was actually queso fresco as it had a taste more typical of queso fresco than feta. But perhaps it was a very mild feta. Overall I likely would not order this one again, as it was rather dull in its overall flavour profile.

The Marimba was visually stunning with a bright purple inside. The hibiscus blended with the cream cheese and caramelized onions to provide almost a dessert like flavour profile. It was by far the better choice - but a serving of 3 would become a bit too much.

So overall, a nice addition with some creativity in the menu. I hope they fine-tune their fillings a little bit to build up a lasting clientele. I wish them well!",Undefined,Moderate,Reasonable
195,"Always remember to look up when you're out & about! 

I was reminded of this when I actually looked up high as I was passing Hy's Steakhouse + Cocktail Bar! 

Heard about it, never been & always wondered! 

My brain finally clued in one day a few weeks ago - ooh this is Hy's! 

I've passed by several times while walking around downtown & never paid attention! 

What an intriguing, eye catching unique building!!! 

On top of that it's a - stand alone! 

Historic indeed since 1955 (at this location since the 60s), why have I never eaten here!?? 

Like fine wine this restaurant is timeless. 

To be honest I wouldn't have appreciated Hy's in my 20s (which was just a shy couple years ago - LMAO). 

I was still maturing & figuring out life - to busy to actually sit down & enjoy a classic steak on a magic night out. 

The brick & iron siding had me thinking - dungeons & dragons! Perhaps GOT anyone!?! 

Today I brought out the E.B.T. (see my Elise Steakhouse review for acronym meaning) card! 

I knew tonight was going to be a classy, elegant & supreme night - I pulled out my GQ bespoke suit! 

Someone even asked for my autograph - oh that was me looking in the mirror! LMAO!!!

Located in central downtown Vancouver, plenty of parking available or use the valet service. 

The general clientele of Hy's appear older & look like they've been coming here for years. 

We started with drinks - the Dark + Stormy & Vesper - very delightful cocktails - cheers! 

For dinner we had scallops (so delicious), sablefish (amazing) & peppercorn New York steak - a juicy tender easy to chew steak! 

By the way, I can confirm that the Cheese Bread is to die for - it's truly irresistible!!! 

The cheesecake dessert - oh my one of the best I've ever had!!! 

The bottom level of Hy's is more historic to how it was in the 60s - the upper level was modernized about 5 years ago & has had some up to date significant touches. 

Happy Hour is held here upstairs Monday to Friday. 

Hy's is truly one of Vancouvers top historic restaurants. 

Make a reservation ASAP!",Positive,Good,Reasonable
196,"I was so excited to see this place change hands that I almost reviewed it before I had even tasted the food.  I might not have made ftr to review, but you might say that I was ftr to review the victuals. :) If country kitchen met cool and invited the nicest bouncer ever to reign in his beloved fans--an Heirloom you would find! 

Interesting picks:
v=veggie  and gf= gluten free.  r=raw
This is for those people like me, whose fave food are ribs, cheeseburgers, pasta and pizza. I was skeptical at first, of course, but I could not resist the charm of this place. I was not disappointed and it was definitely light.

Food:  4+ stars, but I'm no vegan expert, hence my 5 overall rating.

1. The Heirloom popcorn looked tasty although I was not here for that! Recommended for a snack. (v, gf) $3

2. Pappardelle-looked absolutely amazing like my fave pasta place.  I want to walk back there right now and order some. Complete with tomato ale pomodoro, lentils, spinach, roasted shallots and black pepper ricotta. $17.

3. Avocado frites-paprika batter and smoked catsup. The ""ketchup"" was more like a tomato jam that I ate alone after I gobbled up the entire thing. Great to share with two. I don't even love tomato jam. This was the ultimate hit here. It looked as great as it tasted. $12

4. Stew-white beans, delicate squash, parsnip cauliflower mash, popped barley- hearty dish for a winter night. Above average and tasty. $16.

5. Raw Cauliflower Risotto-pumpkin seed pesto walnut cheese, watermelon radish. I ordered this as my main. My companion thought there was cheese in it, so I was on my own here. As it turned out, there was no cheese, but I was fooled. It was good, but my least favourite. Hearty and huge. Definitely would have been better to share. Nicely presented. $13.

6. Dessert-we received the last Chai Pumpkin Mousse dish which was light, fluffy and delicious. Perhaps a bit tart but a nice touch. Next time I'd try to order one of the other two which were just as appealing: Vanilla chia pudding-$12. or Chocolate Semolina cake. $12.

The atmosphere, service and proprietor were all a five. The decor was great from the tea set to the water pump in the display case above the bar.  The music  was lounge like and welcoming. The bathrooms were ultra cool. The crowd included everyone from hipsters, hippies, an older crowd, younger crowd, and of course, the lovely, single ladies of Sogra. (Did they nail their target market,or what?)

I came for something light and I didn't want to spoil my night by memorizing the menu. They really should add the menu to their website, but I suppose it will all come in good time!  For drinks, there was a vast array of wine to be ordered in addition to cocktails. Mine, although not my usual Pinot Gris, was a delicious, comparable pinot blanc or something quite similar. No matter; it was good and satisfied my craving. They also serve an array of herbal teas and 49th parallel coffee. Sometime, if you're lucky, you might even get to see them turn on the white mod coffee machine. I would return again just to see that. I'm not even kidding! 

This is probably one of my longest reviews ever, but if it doesn't provide you with enough suggestions, then do walk in (no resos needed or taken) and see for yourself. You'll be welcomed immediately either at the bar/lounge area or otherwise, meatatarian or no.  Although I wouldn't say that this is the type of food that I usually crave for dinner, at least I can feel pretty healthy in spite of drinking, eating, and ordering dessert, which isn't a bad thing at all. If you have any doubt, step on the bathroom scale the next day--you won't be disappointed.",Positive,Undefined,Reasonable
197,"* The Definition of Torpedo *

Urban Dictionary has multiple definitions or ""Torpedo"":  

- To betray, backstab, diss, or punk someone with the intent of causing harm to their reputation.
- When objects or people look beautiful from far away, but dangerous or ugly up close.  
- A long turd.

The menu sounded promising (although overpriced for a food truck) with some nice classic sandwiches on offer. I ordered the ""mumia"" ($12) - which I have to assume is a play on Mumia Abu-Jamal who is from Philadelphia, home of the cheesesteak?  Anyhoo...

The description was very cheesesteak like with sirloin beef, pepperjack cheese, sauteed onions and peppers. The addition of garlic aioli moved away from the classic as did the usage of pepperjack instead of provolone. When I unwrapped the sandwich, I was torpedoed with an excessive amount of a watery oily substance dripping all over the place. It got all over everything - not in a good way. Biting into the sandwich was the next torpedoing. The bread was stale. I don't mean day old. I mean stale. 

Next torpedo:  the beef was chewy, gristly, and very oily. The peppers were the best part - but they too were overly oily. Basically each bite gave you a mouthful of stale bread, a piece of oily gristle flavoured by an oily pepper and a drippy oily substance (perhaps a broken aioli?). I couldn't eat the bread. Tried picking off the meat and veggies to eat, but gave up as they were too awful on their own. Photos: http://www.yelp.ca/biz_photos/tasty-torpedo-vancouver?select=aorGigi_39ldUheXPUynsQ#aorGigi_39ldUheXPUynsQ and http://www.yelp.ca/biz_photos/tasty-torpedo-vancouver?select=i8BEF8GCeNEZMql6nK1uYA#i8BEF8GCeNEZMql6nK1uYA 

So I'm left concluding that I was served an overpriced torpedo.  In other words, I feel torpedoed that this food truck is a torpedo that serves torpedos!",Undefined,Moderate,Expensive
198,"Many empty tables and a couple of spots at the bar, yet they would not seat just the two of us without at least a 30 minute wait. They said that they were going to give the kitchen a chance to ""catch up"" and this on a busy Sunday lunch time. Yogi (the proprietor), was not around but I would be surprised if he would have permitted that to happen. Too bad as we had to leave without eating here (again). 

I love this restaurant, but service has always been an issue, and I have had to walk away too many times now when I only have 90 minutes (which seems pretty Reasonable to me). Sort it out, Heirloom. Methinks that the tables were meant for more than just decoration (with the exception of the vintage ones located just outside).",Negative,Good,Undefined
199,"4+  star food and 5 star exceptional service and ambiance!  

It's hard to believe that this place had already existed for two years as a winery before it became a restaurant. Well, it was certainly a refreshing change from the other wine places around town, and it did not disappoint! 

We arrived to a cool-chic, casual vibe and a welcoming staff. We tried three flights of wine and they did not disappoint. It was a tough call, but perhaps the  white/rose was the best. BC does not have the best climate for reds, and I wanted the best. The tastings were so much fun! My one regret is that I forgot to buy a bottle of their Vancouver Urban Winery chardonnay. It was a pleasantly surprising winner (and you might not already know it but usually I'm partial to the pinot gris).
 
We wanted to order food that was ""not the norm"" as nowadays so many dishes are tirelessly repeated, and I did not want to order something that I knew I could find better elsewhere. 

So this is what we picked and it did not disappoint:

1. Ruby Red Beet Dip $9 (goat cheese, marcona almonds, fresh veggies)-a beautiful shade of fuchsia that came with an array of veg and a few delectable bread triangles. Quite rich and unique as I couldn't get over eating something so pink that wasn't sweet. Definitely fun to try in lieu of the more traditional dishes.

2. Mediterranean Tuna Two Ways $15 (watercress salad, roasted artichoke puree, baby heirloom tomatoes, cured cucumber)-surprisingly one of my fave dishes; A great complement to the beet.

3. Belgard Meatballs $12-fresh mozza, San Marzano tomato sauce; although on the heavier side, this dish was amazing. Not Chicago Avec amazing, but def. one of our favourite dishes. 

4. Flank Steak w/ Chimichurri $13 (Argentinian spice rub, malbec molasses)-while tender, served after the heavenly meatballs, it was just too cold. This one should have come first. The server was apologetic. It was still quite good.

5. Pear Bread Pudding $6-(red wine poached pears, a la mode) So glad we tried this and paired with a small taste of red wine to accompany it, this was such a nice touch. Def. a hit.

This was all we needed to order and we certainly left satisfied.  In sum, this place comes highly recommended by me whether on a date, with your friends, or even with your mom. And a note to single guys--we noticed that many girls dined here in groups, so I would go here too, if I were you.",Neutral,Good,Reasonable
200,"Warning:  ***** Do not read to the end if you like happy endings. *****

Today was a budget sushi lunch kind of day.  I longingly walked towards Yamato, my standby for budget sushi.  The only problem with Yamato is that the space is just way too small, and by the time I got there today it was way too full to grab a quite bite.  

Reluctantly I went a few doors down to Jako.  I will never make that mistake again!  There is a reason Yamato has big crowds and Jako had only 3 tables taken.  The nigiri had rice that fell apart upon being lifted.  The fish was sliced sloppily.  The tuna had also not been defrosted correctly and was mushy.  Ugh.  

The miso soup had almost nothing in it except for some scraps, and I mean SCRAPS, of tofu that was as if someone had cleaned off a cutting board where they had cut tofu and just dropped the crumbs into the soup.  Double ugh!

Then the kicker - as I was getting to my salmon nigiri (which looked fresh) I noticed something little and black.  I picked it up for further inspection.  Crawly critter.  I called over the waitress and she took away the box for inspection by her, another waiter and the sushi ""chef.""  (Term used loosely)

She came back and pronounced that it had been a black sesame seed.  Come on.  With legs?  Hello?  They gave me two new pieces of salmon nigiri.  As I was sitting there with a dumbfounded look on my face, a fly came over and landed on it.  Ok.  Enough.  Never again!",Negative,Good,Cheap
201,"* Authentic Burmese Hole in the Wall with a few other things thrown in *

This spot is easy to miss.  It is a counter tucked into a small convenience store on Joyce Street, not too far from the Joyce Skytrain station.  He has a single seat at the counter and 2 small tables with 2 seats each.  So a grand total of 5 spots to sit.  Classic!  

Bo used to be the chef at a restaurant downtown which closed 2 months ago, and he opened up this little counter in his friend's convenience store.  Originally from Burma, he apparently also used to work as a chef in several countries in Southeast Asia (including Malaysia, Thailand, and Singapore) and picked up recipes along the way.

During the week the menu is quite simple - a selection of 4 different wraps, and laksa.  On Saturday and Sunday he does Burmese specials which vary each weekend.  

From the Burmese offerings I've tried the Laphet Thote (pickled tea leaf salad).  I don't know of any other spot in Vancouver that offers this, and the taste is QUITE addictive.  Bo imports the pickled leaves from Burma and puts together a very nice dish.  The texture contrasts between the pickled tea leaves, tomatoes, cabbage, dried/fried beans, toasted peanuts, and crunchy garlic chips is amazing.  There is a hint of fermented shrimp to round out the flavours along with a few raw garlic cloves and raw bird chili peppers.  Truly a wonderful dish with complex layers of flavour that all go well together.  It goes very well with the jasmine tea he serves.

His laksa is one of the only ones I've had in Vancouver that actually had fresh daun laksa (laksa leaf) in it.  There is a generous amount of shrimp, chicken, fish balls, tofu puffs, and a full boiled egg.  The noodles were the perfect consistency.  The broth was fabulous.  It has nicely layered flavours.  

Also tried the ""roti wrap"" which is not served in a roti.  It is served in a tortilla.  This is basically a chicken and vegetable curry wrap.  The curry sauce was the highlight of this dish.  I would prefer it with an actual roti instead of a tortilla.  Apparently sometimes he makes fresh roti, but not for the wraps.  During the week I'll stick to the laksa and whatever Burmese specials might sneak onto the menu.

Overall this place is a find.  It will take a while for him to figure out what to offer more regularly, and what items to drop.  But it is exciting to see him experiment each week!  

I'll definitely be back!",Undefined,Moderate,Undefined
202,"I usually hate Safeway... In the USA! But here in Canada, I love that they have their own dedicated parking garage, you have multiple points of entry/exit, the store is kept immensely clean and selections are packed a-plentiful especially given the store being in a city.

Came here earlier this morning because I really hate the features of the hotel that I'm staying at (Days Inn Vancouver Airport, and yes I have a 2-star review of it up already). Anyway, found myself in the bath aisle, excuse me, *washroom* aisle (this is Canada, get the fuck out of here with your ""restroom"", USA!). Got myself shampoo, body wash, and lotion. No tissues.

Toured produce, selection seemed fresh. However since I'm not living here, there was no need to buy any. Didn't have time to tour any of the other departments, but I did buy an umbrella which I found in a rack by the customer service counter past the check out stands.

Speaking of checkout, they take Android Pay here. In fact, on a sidenote, I've noticed a lot of places in Vancouver take Android/Apple Pay, but I know of few places in the United States that do.

Customer service was neat-o, cashier was kind, we chatted briefly about differences between USA-California and Canada-Vancouver, and the cashier was surprised that in California by law most places are required to charge 10 cents for a freaking plastic bag, when they just give em out like free candy here in Vancouver apparently.

As far as entry/exit points: When you enter the underground garage, you can either enter from the street above or the street below. Once you enter the garage and park your car, there are two doors you can go to on either side, or if you're on the street side above you can enter from yet another two front entrances. There's also an elevator and escalator, with a special escalator that'll take your shopping cart up to the actual store itself. Very few places in the US do this, except for maybe the big metropolitan cities like Chicago, NYC and LA/SFO, you just don't see these types of cart-escalators in most major grocery stores USA-side.

All in all, happy I could get a pit stop in here and, if I were to relo to Vancouver, I could see myself coming to this Safeway a bit more often than other grocery stores that I've passed through so far.",Positive,Good,Reasonable
203,"I was a young graduate student when a friend dragged me here for ""ladies night."" We inadvertently went on a night when they were holding a ... ""Back that ass up contest."" No, I didn't join. Not sure if I'm scarred for life or have an epic story to tell....... Either way, I've been back more than once, haha.",Positive,Good,Undefined
204,"Based on the current press given in The Province about the manager screaming ""SURREY IS THAT WAY!"" to a group of Indo-Canadians, I can't say I will ever give this establishment a try. 

http://www.theprovince.com/Surrey+that/9148784/story.html",Undefined,Undefined,Reasonable
205,"Dined at Sabor for the first time for a weekend lunch. Searched for some reccomendations on Yelp and landed on Mexican food.

Sabor is a fairly small restaraunt but it doesnt feel overly tight or uncomfortable. It is decorated in your typical American Mexican fashion and overall casual. The servers were very pleasant and attentive and the food was delivered hot and quickly. 

Speaking of the food...Sabor serves most of what you would expect and was fresh and flavorful. I thought their tortilla chips were above average and were warm and well salted. The salsa was nice but they could easily upgrade and make their salsa really pop and turn it into a unique reason to dine here. 

We ordered the burrito al pastor and 3 tacos of asada and shrimp. All were tasty yet none really stood out as unique. The pastor and asada tasted great and the burrito was huge. Prices were also Reasonable and overall we had a pleasant experience.",Positive,Good,Reasonable
206,"* French poor value truck *

Is it just me or are food trucks starting to charge restaurant prices more and more?  

This truck specializes in some French dishes like bouch??e a la reine and beef Bourguignon, as well as sandwiches.  I wasn't in the mood for the heaviness of one of the classic French dishes (and don't particularly need to eat those from a box off a truck quite frankly) and opted for a ""simple sandwich"" as they refer to it.

The guy taking the order was kind of grumpy and not particularly welcoming. It didn't seem like he was very enthused to be working the truck.  

The veggie sandwich had pesto, lettuce, spinach, roasted peppers, roasted tomatoes,  mozzarella cheese on grilled ciabatta ($9.45). The pesto had a nice basil hit, and the roasted peppers rounded out the flavours. The roasted tomatoes were not noticeable at all - perhaps there was a single small slice. The bread was grilled and served warm and was extremely crunchy.  The mozzarella was grated and still unmelted in most spots - they hadn't really heated up the sandwich long enough to melt it at all.  While the sandwich was fine, it was nothing I would rush back for. It also was pretty poor value given the limited ingredients and small size.

Overall I've had much better sandwiches around town, much more reasonably priced, from people who were much more welcoming and passionate about their product.  I don't see myself returning anytime soon.

Photos:  http://www.yelp.ca/biz_photos/cest-si-bon-vancouver?select=_tKwCiHMii-9fIBlB6MdHw and http://www.yelp.ca/biz_photos/cest-si-bon-vancouver?select=j024RWfSxO_kiLomRc9zag",Negative,Bad,Expensive
207,"I have eaten at Dulin's for the last seven years, because the food is great!  Their new location is light and spacious, far better then when they were located further south on Main Street.
I'm afraid success have gone to the owner's head.  On a busy Sunday, I was turned away because I was alone!!! I don't know if that was even legal...but the owner explained to me that it was their policy on a busy Sunday, because after all they need to pay their bills. I guess that means a single woman isn't worth giving a table to. I explained that I was a local and visit once a week and he finally relented and gave me a table, reluctantly. The exchange
 left a real bad taste in my mouth and I won't be visiting their restaurant again. What do you think?",Positive,Good,Reasonable
208,"The burgers here are killer. Like kindness, they may kill you ... except its with yumminess ... and beer ... and the fact you're going to eat more than 2000 calories of bottomless fries.

The most dangerous serial killer of them all is the PBPB. It should come with a warning label thanks to layers of Peanut Butter, Pickles, and Bacon on a Beef Burger. What it lacks in size, this burger makes up for in flavors. 

If the PBPB is too scary, go on a Bender. It's a burger beast with classic Bacon and Cheddar spiced with some Crispy Jalapenos to assassinate your hunger. It's the perfect match for an IPA.

Luckily, at Killer Burger, what doesn't kill you, makes you fatter ... and happier.",Positive,Good,Expensive
209,"Nemesis deserves your visit cause the baked goods here are done IN HOUSE and they're stupidly good.  I came here originally for coffee but left thinking this is possibly one of the best kouign amann I've had in a while... AND it was pistachio?  I hope they dont mind if I live here for a bit.

This is is a great space in Gastown where it has a wonderful patio in addition to a fairly large indoor space.  I love the atmosphere... modern and zen.   Lots of light woods, white gleaming spaces, and matte blacks.  It was pretty busy during a lunch time but everyone was fairly quiet... a lot of people working on laptops and enjoying a coffee or a light lunch.  Personally, I was about the coffee and that case filled with one of the best looking pastries in the city.  I was floored when they said they did everything in house... most coffee spots get them trucked in.

Flat White - While I really enjoyed my flat white for the flavour... I'm sure this wasn't a true flat white.  Though the microfoam was fairly well... there was a lot... like latte cappuccino which is ok.  People dont always get the right balance.  I felt this was still a good flavour ... it was definitely pushing the boundaries of my acidity acceptance.  Strong orange pith notes come though.  4/5

Pistachio kouign amann - Dear lord... why didnt anyone tell me that Nemesis knew their way around butter and sugar like this.  I would have come here WAY sooner since it was so closed to my place.  Caramelized crisped crust that shatters perfectly on first bite.  Rich pistachio cream baked in between buttery layers.  Need I say more?  5/5

Not all baristas know flat whites but I was hoping Nemesis would have figured that part out.  BUT those kouign amanns... give... give it all and I would be very very happy.",Negative,Good,Undefined
210,"During our recent trip to Vancouver, we found an Izakaya that was worthy of 5 stars. Guu Garden is located just across the street from my hotel the Sheraton Wall Centre. In a retail section of an business complex it occupies the top of the garden level and has indoor and outdoor patio seating. We arrived just after 8 pm and got the last open seats at the sushi / bar. The menu is has a variety of kitchen, sushi, and grilled items. The extensive drink selection makes this place a perfect place to hang out with friends. After we were seated and ordered our meal the crowds built up so much that I over heard the hosts tell the new patron it would be over an hour wait. We ordered the following: 

Drinks
Green tea
Tokyo Mojito 

Kitchen items
Chawan Mushi. Steamed seafood egg custard
Chicken Karrage 
Oden fish cake, seaweed jelly,  daikon. soup

Grilled
Miso Black Cod

Sushi
Local Spot Prawns
Omakase 
Marinated saba toasted rice roll
British Columbia sockeye salmon

All of the items were excellent and prepared well. Service was super, our server even with a busy packed house took the time to draw me a map of the nearest 7/11 convenience store and gave it to us before we left.",Positive,Good,Undefined
211,"Disclaimer: I live in the San Jose area of California. AKA the capital of Vietnamese food outside of Vietnam. So this is a very objective review based on comparisons across the board.

That being said, this is a 3.5 star review for this pho spot in Vancouver. Which is pretty generous considering my extensive pho background. Service was good but the food wasn't quite as flavorful as I'm used to.

I went with a basic order of *Pho Tai* (flank steak noodle soup). Unfortunately the broth was a bit bland, but it satisfied my craving for noodle soup since I was feeling a little under the weather. The *Iced Coffee*, which is Vietnamese style coffee made with condensed milk, tasted a bit off too. Maybe it was the the type of condensed milk or the coffee wasn't a French roast. Couldn't quite figure it out.

All in all, this place will do if you want some pho and aren't going to San Jose anytime soon.

TIP: Get here early for lunch as there aren't too many tables. 

DATE TIP: A restaurant is not a forum for arguments. We sat next to a couple where the lady was yelling at her boyfriend/husband and snapping at him about everything. Please don't be those people who have to ruin others' meals!",Negative,Good,Expensive
212,"3.5 stars ... it's a very good option for anyone who has to find breakfast at a god forsaken hour.  Service is 4 stars even when the sun hasn't full risen.  

I'm normally not an advocate for hotel restaurants but one super early morning, I needed to find breakfast that wasn't some subpar fast food drive thru.  Forage popped up as a nice local favourite that opened early and seemed reasonably priced for the downtown core.  I can see why there is a fair amount of love for this place because every wait staff was just so friendly even before 7 am.

Their breakfast menu is simple with a strong focus on locally sourced ingredients to build out the dishes.  Its a farm to table concept that has been done and I find Forage executes it well quickly and quietly.  Though there wasn't a seafood option on the breakfast menu... I did see a Oceanwise nod on their dinner menu.  Sustainable farming for our ocean is always greatly appreciated by me.

So the service here was super quick on the coffee pours and keeping them filled and hot.  With a really pleasant hello, the staff was able to rhyme off the best dishes and help pick something for me to help keep me full as I made my way up the Sea to Sky.  I have to admit that the staff goes beyond the usual service.  I noticed the couple beside me eating breakfast and I have to assume they're patrons of the restaurant.  Within minutes of entering, they already engaged in lively and cute banter with every staff member.  Every staff was more than happy to pause their busy day with just a few moments to make this elderly couple from London feel a bit more welcomed.  I would have loved to chat with everyone but I didnt have my coffee yet.  

Foragers omelette - I absolutely loved how Forage allowed some items to be swapped out.  I didnt need the 4 slices of toast the omelette came with so they gave a large dish of berries instead.  PERFECT.  That just made me really appreciate them that much more.  The omelette was fairly well cooked with it not being overcooked and it had goat cheese and mushrooms inside.  They had more than just plain button mushrooms ... I saw oysters and perhaps another Japanese one.  Either way, it was a tasty start to my morning.  They did have the addition of breakfast potatoes.  Of all the components on the plate, I felt the potatoes were just a tad too soft.  I'm a big crunchy potato fan so it was a bit underdone in my opinion.  3.5 for the dish with a bonus of 0.5 cause of the berry swap.  4/5

Eggs, bacon, sausage, and potatoes - This was decent dish ... I dont think you could dress up the breakfast classic too much.  The eggs were cooked to the right sunny side up.  Bacon and sausage was decent.  I dont think they were bad at all but nothing about their flavour or cooking made them stand out to be exceptional or eye catching.  It could have used perhaps some hot sauce but this was a solid dish to wake up to.  3.5/5

To me, the atmosphere is quite nice and serene for a morning start and the staff is just great.  Really nice and super quick on everything... they stand out.  The food itself is definitely solid and a note above most average spots.  The price point is also Reasonable which makes this a spot I can recommend to travelers who need to trek out waaaay too early and need that food & caffeine hit before going.",Positive,Good,Expensive
213,"This is a massive Little Sheep location and the first I've seen with a nice outdoor seating area! And surprisingly, the first I've seen with actual little sheep images around the location. I've been to two Little Sheeps before and this wasn't the case. Anyway, I had a great dinner here on a Saturday night (and happy we made a 7pm reservation for 7 people since it was totally packed with a wait outside). 

It came to $35/person after tax and tip for each of us. The service was pretty friendly and efficient, and most importantly the food was gooood. We had all your standard hot pot goods: meats, seafood, tofu, and veggies. There's a standard bar where you create your own dipping sauces. On top of the bar were rice chips and cold sesame sesame noodles for the taking, which was also a new sight for me. I had a taste, but thought better not to fill up before the main event. 

This Little Sheep provided the perfect setting for my cousins and I to catch up with laughs and childhood stories. I highly recommend this location! 

We got real thirsty by the end of it all. Just ask for iced water ;).",Negative,Good,Reasonable
214,"I came for the empanadas, but I stayed for the pastels. 

Panaderia is a little slice of food heaven. On one side you have a mini supermarket with Latin spices, ingredients, and treats, and then on the other side you have the bakery where you can order a variety of Latin goods to go. 

The empanadas are  a must! I recommend both the chicken and the beef. If you aren't a meat eater, the spinach and cheese one is also divine. The empanada crust is buttery, flaky, and melts right in your mouth, which I love. The real treat for me though is the Brazilian pastels, which is basically a rectangular shaped fried pastry stuffed with meats and cheeses. It is heavenly. My arteries may not thank me, but my taste buds sure do. 

This is a family owned business and all the staff are extremely friendly and helpful. If I'm looking to satisfy my empanada and pastels craving, I head over to Panaderia! 

#SupportLocal",Positive,Moderate,Reasonable
215,"From the first moment to the last, Fable delivered an incredible experience not only because every dish bursted in flavour but the service was so engaging and fun by the wonderful European gentleman. I think it's a tempered French accent... not Quebecois cause he can actually enunciate words.  

Fable sits on 4th Avenue near Kitsilano Beach.  The dining room itself is quite dim as it sits receded back into the space.  The front section has their open kitchen with all it's glorious smells spilling into the streets.  Though it is very dim, you can still make out the room which is whimsical with it's decor notes from a farm.  The lighting fixtures are pickforks and the walls are exposed bricks with lots of warm golden woods everywhere.  The rooster is found in different spots around the room in addition to standing proudly on their sign.  I have to give thanks to Fable for not cramming in the tables to the point you're sitting on another person.  It's a popular spot as we saw the room always at 90% capacity but I couldnt hear my neighbours conversation all the time.

As I mentioned, the service here was just great.  The gentleman was warm, personable with stories of the dishes, and just enthusiastic. He always had a way of making us laugh with his super dry delivery and then hit you with this infectious giggle at the end.  You had to just smile back.  On top of being just a great person to talk to... he had really wonderful ways to describe each dish.  He clearly had a passion and favourites.  We followed all his suggestions and we were rewarded with a phenomenal night.

Crispy Chickpeas fritters - Dinner kicked off with these crunchy fritters that held a tender and almost fluffy interior.  The curry mayo pops the flavour up with the spices while the pickled onion cuts through creamy curry with a bright bold sweet and acidic kick.  I just loved this as a starter. 4.5/5

Octopus salad - This was their seasonal daily offering and I think they should keep this on the menu.  The plating was pretty but hiding under the wreath of endive, you'd find the plumpest and crispy pork belly pieces with the perfectly charred tender octopus.  How could they get both components so perfectly crispy charred with still keeping everything so supple and delicious to tear into it. On top of those 2 amazing things, they also had the added elements of potato rosti croutons.  This is just really amazing crispy potato shreds in a cube form. Then they top it off with a delicious sauce of cauliflower honey mustard.  You have smokey, meaty, a touch of sweetness, and a kick of spiced heat from the mustard.  Just a great dish.  I could have eaten more of this.  5/5

Charred Beets - Simple vegetables elevated ... I'm not sure how they made this so smokey but that added flavour element kept this from being a boring salad.  The smokiness reminded me of the best smoked ribs in a BBQ.  The heavier char taste was nicely contrasted by the tangy smooth goat cheese and the fresh herbal sauce.  At the end, the natural sweetness of the beets come through.  It's definitely one of the better beet preparations I've had. 5/5

Smoked Duck Breast with carrots done 4 ways - I think its cute but there's a smiley face on the plate for this duck breast.  I think it's very happy it was cooked at Fable cause this was another great dish.  This particular duck was done nicely to medium rare so it had that nice ruby shade inside.  It was juicy and had a right gamey rich meat flavour that goes beyond your regular chicken.  The accompaniment of carrots was so interesting.  It was pureed (creamy and naturally sweet), roasted (tender with some good savour flavour from roasting... it almost tastes like chicken fat), pickled (bright and punchy from the vinegar), and raw shredded (for that nice crunch).  On top of all this there was a sharp caraway mustard seed sauce that paired with it.  Another great dish that I could happily eat again.  5/5

Rhubarb berries goat cheesecake - At this point I was ready to call it quits but the gentleman was kind enough to explain how delicious their desserts were.  With the words of ""rhubarb and fresh berries"" uttered, I was sold.  I like a light fresh tart and berry flavour so this was a perfect end.  The creamy goat cheese cake was a nice base for the hazelnut praline.  The praline so good with its sweet, crunchy, nutty, and a wonderful flavour of caramel.  The cherries were added as a gelee which was a wonderfully concentrated pop of flavour as you had some of the tart rhubarb.  Fresh blueberries were added just in case you didnt have enough fresh berry flavour already.  4.5/5

Fable has a lot of fans in Vancouver and it's completely deserving.  It was the best restaurant I went to during my trip and a stand out with it's interesting use of local ingredients and possibly one of the better service experiences in a while.  Definitely make reservations... you won't be sorry.",Positive,Moderate,Reasonable
